GeneID,0h,1.5h,3h,6h,9h,12h
MED19,1.304153142,1.932181639,1.148335186,1.884770874,1.043481723,1.983594186
POLR1C,1.303925853,1.206720327,2.170249,1.640713405,1.744039784,1.64305288
PSMD3,1.303856632,1.434181712,1.29903383,1.327222183,1.64476778,1.725606873
ASCC1,1.303518261,0.95249882,0.750704719,0.867536143,0.47707092,1.073718417
SPTY2D1,1.303330506,1.299889149,1.247841189,1.445336238,1.622632885,0.367477766
ATP1A1,1.303017581,1.211198787,1.293164744,1.385891122,1.608448044,0.74406407
NQO2,1.302885243,1.193430914,1.150255036,1.249040572,1.003397543,1.058809366
RPL27A,1.302499557,1.467371661,1.062569084,1.223585318,1.042207726,0.813109167
RHOC,1.301339327,1.285640684,1.350042649,1.341560774,1.531024444,0.852828871
SNAPC2,1.300860637,0.729485215,1.588840515,1.264292496,1.682415051,0.655758661
CYTIP,1.30048901,0.902284917,1.021884165,1.181674248,1.437057154,1.167437214
CTNNA1,1.299562373,1.03119264,1.136590368,0.953617934,0.857708776,0.792004126
DDX1,1.29911791,1.256092245,1.211868389,1.576758098,1.459387182,0.850895018
PCBP2,1.299041344,0.952646345,0.912898782,1.11790137,1.219093002,0.977885029
HYOU1,1.298408762,1.458137641,1.57037986,1.636558432,2.119914364,1.428906558
PPP1R2,1.298325565,1.394096812,1.368073172,1.179284172,0.554479581,0.295697156
ADSL,1.297980172,0.969322997,1.187321198,1.222609766,1.106289813,1.788971903
PLIN2,1.29760676,0.608022299,0.933684725,2.0862302,1.102856591,2.474418768
RPL37,1.297547051,0.940016704,0.816631932,1.046122146,0.948106959,0.799693643
DERL1,1.296888836,1.509377346,1.373517467,1.286380103,1.72853946,1.727334972
ERGIC3,1.296616657,1.56800561,1.247866894,1.204499893,1.359828903,0.936976029
KHDRBS1,1.295898454,1.322167558,1.14684569,1.246893631,1.133743014,1.256556432
ABHD14B,1.295176346,1.066198205,2.072366804,1.260516172,0.54837092,1.245587286
MB21D1,1.295124121,2.359615515,0.914572496,1.13648142,0.681432974,0.463433894
GPS2,1.293608265,1.368799119,1.258057433,1.316134497,1.990148859,0.943581797
TM7SF2,1.292085029,0.882873355,2.611515736,1.413435095,1.528258365,3.007597678
CTU1,1.292085029,0.507652177,1.095988798,0.945513687,1.586293493,1.435885343
ZNF574,1.291742597,1.168470058,1.576963074,1.080494364,1.502977003,1.132060329
MRPL13,1.291654765,0.60116088,1.061021537,1.704151653,1.676882497,1.506084182
NOP56,1.291601088,1.396302885,1.323826967,1.601536114,9.201250226,17.47896492
SEPT6,1.290849053,1.197528583,1.05121429,0.595915728,0.965839316,0.636929685
NDUFS1,1.290276038,1.055788469,1.063533659,1.201169073,1.023886612,0.763202346
BRF2,1.289684277,1.805475861,1.795338974,1.283828565,1.683822124,1.21094247
TM9SF2,1.288897011,1.319674161,1.36687665,1.664325025,1.814833258,1.575371348
HSPA9,1.288622661,1.34574939,1.176393969,1.391119095,1.813552101,1.382559002
OGFR,1.288517142,2.022411967,2.052109758,1.192633363,1.801932014,1.101702309
TMEM101,1.288361071,1.101344187,1.307391221,1.674510406,2.558384579,2.14913558
MRFAP1,1.288297108,2.004443727,2.156798113,1.184308229,1.371176106,0.497510874
MFSD5,1.288231566,2.047814484,1.435722775,1.459908773,1.135721624,2.384818266
POP4,1.287877997,0.995448186,1.229956917,1.490586093,1.64276588,2.293496044
PRPF6,1.287331359,1.599686359,1.243598143,1.25595338,1.051066741,0.5451261
NUP155,1.2871185,1.114426549,1.184109342,1.345147677,1.059148191,1.412725903
LRRC47,1.28704377,1.311172952,1.497958532,0.792460116,1.168856587,1.464795787
SF3A3,1.285847983,1.488166027,1.411230429,1.549959544,1.308169617,1.292296809
ETFA,1.285542524,1.596911173,1.292853559,1.3794413,1.225703659,0.89167224
TRAPPC3,1.285113348,1.617606094,1.393335481,1.25683522,1.03283395,1.556455869
CCDC53,1.284805577,1.06108837,0.745559672,0.774241977,0.737062487,1.04428025
C17orf59,1.283958708,0.714581036,1.289780388,0.893733868,1.452570122,0.925698976
CCDC28A,1.283788128,1.402989066,1.296579584,1.282404927,1.189118034,1.708822227
UBA52,1.283053152,0.884851757,0.981126093,1.595088181,1.64364341,0.733271661
C17orf81,1.282990414,2.234176806,1.789494137,1.834893582,1.82944797,3.889327228
FAIM3,1.282477218,1.226497746,1.330512744,1.534837181,1.587199103,1.610887266
PPA1,1.281961856,1.047058575,1.339232976,1.552429056,1.260348536,1.860847499
MYL12A,1.281914357,0.87021289,1.295218119,1.965536211,2.516083396,3.084909917
MKI67IP,1.281684096,1.24647352,1.245918308,2.392465825,1.420599679,1.575792121
STRAP,1.28123485,1.284874054,1.452040548,1.288116454,1.710368537,1.684738956
TSPYL1,1.280759126,1.285962939,1.434256946,0.936099444,1.160422886,1.522689495
LRRC41,1.280324459,1.145339538,0.958379506,0.78155025,1.044896245,0.994909966
TIMM17A,1.279676417,1.499483125,1.301211376,1.498521692,1.530781076,1.225288826
PGRMC1,1.279188961,1.306879825,1.696626178,1.047779874,0.998406151,1.723062412
C1orf50,1.279131796,1.376687861,1.251077389,1.181639621,0.712800895,1.312809457
COMMD7,1.27892996,1.239382413,1.456058853,0.989581388,0.889456336,1.136531155
PRMT5,1.278823436,1.30070274,1.588544807,1.366392547,1.718302222,1.148708275
CAST,1.278811292,1.11717798,1.367438459,1.005370803,0.957646805,1.129979336
TTC35,1.277288234,0.522946412,1.101206425,1.206688419,0.609107201,0.773952384
CHAC1,1.277170663,3.12642383,0.632283047,1.200826372,1.107434659,0.82285693
EEF2,1.276812778,1.266695787,1.146429572,0.801603092,0.728125034,0.531434189
PERP,1.276641844,1.191244405,1.363142984,1.040357526,1.674557985,2.140419918
IRGQ,1.276575462,1.701196245,0.877580831,0.636003525,0.754589613,1.036587578
MINPP1,1.276382135,0.963384105,0.7202005,0.808345035,1.235350411,1.804904223
RNPEP,1.275896746,1.163090356,1.243070495,0.994579615,0.989474003,2.998002364
DPM2,1.275557918,1.377186598,1.570345647,1.470557002,1.562411399,1.819068822
BASP1,1.274009481,1.527626075,1.794478106,0.888618633,0.915092611,0.816887362
LNPEP,1.273907296,0.759018542,0.617526985,1.240254921,0.793428337,0.945438909
TSSC4,1.272298827,1.406679208,1.830257353,1.141049772,1.276911625,0.786163469
FAM98A,1.272064302,1.387493261,1.302415549,1.137558221,1.005854755,0.7368359
SELPLG,1.271715282,1.136945307,1.322552878,1.431841755,1.933358407,2.798863628
GNB2L1,1.271191456,1.19197379,1.310435918,1.315205852,1.343022215,1.071421704
LAT2,1.270991223,1.619962607,1.486614705,1.015980224,1.983184633,1.733899282
HEXB,1.270900696,1.249788229,0.763288248,1.441386092,1.756901107,1.754148589
UNG,1.27045613,1.570204878,1.634214572,1.319321424,0.866734923,0.964914951
PHB2,1.269509838,1.394048752,1.537041082,1.378651752,1.64614852,1.102403097
XRCC5,1.268952312,0.956032618,1.109306117,1.331270178,1.133221245,1.274358388
MFGE8,1.2687253,1.272689227,1.392150561,1.574482251,1.68825086,1.036556283
CRIPT,1.268507578,0.9658492,1.812801937,1.2935127,1.204972941,1.626865167
CXCL16,1.267822055,1.946667393,2.53844155,1.666365585,2.356391531,4.346463743
CDK4,1.267250022,1.33221338,1.451431433,1.5326651,1.999054727,1.580506889
ERCC1,1.266953034,1.829032577,1.784772733,1.318450904,1.5040797,0.586705839
PSPC1,1.266384249,1.306091434,1.131414362,1.219169248,0.969274938,1.380960768
EIF1AD,1.26548294,1.494058111,1.413891991,1.56576694,1.271388773,0.663099829
SMG8,1.265337921,0.922188192,1.267769218,1.302833428,1.717921121,1.64773728
SERINC1,1.265334818,1.018891503,1.161463274,1.432380548,1.706020365,1.672762559
TOMM40,1.264587925,1.148866102,1.56470107,1.456841344,1.843929538,1.982889284
PTPN6,1.26439149,1.282206721,1.53017822,1.2569744,1.101014492,0.555409923
IMP4,1.264073329,1.856864819,2.043988063,1.676773041,2.137517219,3.624199688
RNF20,1.264049508,0.894895273,0.939995592,1.275551892,1.322271193,0.994527144
MRPL46,1.263964605,1.164987278,1.866151417,1.597447874,1.914751524,1.399686553
NDUFB5,1.263474503,1.227327534,1.189589101,1.502098988,1.576393899,2.612327229
PIN1,1.263359959,1.778604586,1.850123516,0.915013245,0.858908048,0.666514114
TMEM14B,1.262690233,1.501763087,2.190306563,1.736614466,2.302837178,2.12485275
ESYT1,1.26236989,1.507597375,1.464937276,1.367080556,0.739797341,0.570091769
POLR2H,1.262018121,1.576995204,1.669480159,1.55101677,1.733469846,1.0424221
GOT1,1.2615096,1.212729487,1.085130125,1.326857585,1.481476395,1.006697636
DDI2,1.261039545,0.928712373,1.324266104,1.431174564,0.686424215,0.728248069
DBP,1.260889265,1.368748452,1.85709213,2.758764935,2.926362859,4.07606162
SERPINB8,1.260181695,0.657313428,1.555831528,1.222790428,1.177208588,2.659046933
PYCR2,1.259430609,1.223387281,1.395878726,1.368976537,1.998102872,1.168283797
PGM1,1.258448742,1.064820296,1.535548898,0.932205561,0.754032148,0.717942672
LCP1,1.256915622,1.254040053,1.295062592,1.158570846,1.287272083,1.532691153
C14orf2,1.25654242,1.631474836,1.582225099,3.19184445,2.283498106,0.957256896
SFPQ,1.256323775,1.336519814,1.815946584,1.421257687,1.402557023,1.446107082
MRPL19,1.256304213,1.100494607,0.921244984,1.079984187,1.399895035,1.197382354
TCEA1,1.255970702,0.895836686,1.414450456,0.87543252,0.92262973,1.267945537
UXT,1.255403108,1.510629785,0.955832839,1.340840666,1.678036393,2.381468375
RAVER1,1.254857691,1.406458944,1.5806599,1.084400109,1.294982969,0.836489792
CXorf21,1.254642434,0.980765006,1.219998685,1.346023346,1.154465093,3.117922458
SEC13,1.254378167,1.213056649,1.133678889,1.610840808,1.62535448,1.685718874
SNRPA,1.253833605,1.691041201,1.193104658,1.875182989,1.193274175,0.826049869
MRPS5,1.253581726,1.920786506,1.066098195,0.879891525,0.953237648,1.222762931
GCLM,1.253355142,0.759210324,1.076145747,0.835157544,0.951546093,1.396692443
UFD1L,1.252819387,1.691736406,0.962236403,1.291257895,1.506884122,0.941872409
RAB11B,1.252632331,1.071420016,1.29423044,1.233078303,1.606630589,0.791202128
NME3,1.252364191,2.419651016,2.207089359,1.285055367,2.252512233,0.734259551
LAMP1,1.252356191,1.049323795,1.279900623,1.482672234,1.943980845,1.753980026
LAMP5,1.252113338,1.238011664,1.425457089,1.519326791,1.859045491,1.846600295
DNTTIP2,1.251606494,0.986094752,0.82604234,1.534199955,1.337357862,0.60675686
RWDD1,1.251288388,1.466528896,1.223756127,1.401114032,1.223675404,3.321940146
MAGED2,1.251164295,1.414434581,1.958139541,1.716650215,2.23376185,1.323087556
UQCRB,1.250745345,0.796326126,1.055491167,1.426800315,1.514357886,1.131672347
DUT,1.250745345,1.491357892,1.174964731,1.225486705,1.42492832,1.74357506
TMEM93,1.250745345,0.895482783,1.427954964,1.880301944,2.39377175,2.10596517
KLF10,1.249529272,0.862988878,0.92377497,1.087407045,1.685002813,0.773741325
PSAT1,1.2491426,1.334413905,0.925518083,0.958968269,1.507101815,1.089967511
LEPRE1,1.247579878,2.255234427,0.827953575,0.892420326,1.057759053,0.520320821
RAD23A,1.24724494,1.714780889,2.012615362,1.283928783,1.665257637,1.011354115
MYL12B,1.246619401,1.009067181,1.401349199,1.914699359,2.064124053,2.980139392
CDKN2AIP,1.246333545,0.915228714,1.318977151,1.182197113,1.816398382,1.307607402
SHMT2,1.246025046,1.472085771,1.547564254,1.325375999,1.803233085,0.979273804
SURF1,1.245593149,1.062265342,1.504510696,0.998056464,1.208591479,1.867655062
NDUFA9,1.245179532,1.142842664,1.146723154,1.529512515,1.647423944,1.703132142
CCR1,1.244947239,1.045385272,1.105421489,1.19943905,1.60853418,2.540000905
FXR2,1.244166008,2.041708882,1.415679478,0.961719258,1.230002053,1.126036401
RPS5,1.243041143,1.564414297,1.244729979,1.285160046,1.369727955,0.843609958
MED8,1.242622378,1.080866484,1.34844898,1.036651911,1.225708614,1.164082955
PYROXD1,1.242556776,0.939940157,1.105083501,1.367261171,1.155990302,1.682678137
HSD17B4,1.241863935,1.265065002,0.851795899,0.983776766,1.158078902,0.5603455
TYMP,1.241696025,3.428516427,2.510574482,1.771465643,2.639464539,2.481432924
TMEM38B,1.241194025,0.846219328,1.191116173,0.994007195,1.189118035,1.04428025
DBNL,1.24063602,1.865709241,1.26278444,0.956893186,1.082244216,0.856579877
CCND2,1.240384785,1.297622365,1.279853186,0.858109007,1.176610612,0.903272414
DPP3,1.23936874,1.686068937,1.713613998,1.141567006,1.423653216,0.289194706
COPS2,1.238655559,0.647058254,1.013719841,1.013642391,1.095094183,1.644229491
CAPZB,1.238591909,1.153023622,1.229078308,1.101636295,0.970736646,0.818881146
HSPA4,1.237575525,1.430064179,0.811787914,1.248659262,1.214518038,0.879982451
LAMP2,1.237565927,1.209485096,1.162834331,1.239245189,1.52285945,3.44329084
C12orf10,1.237269301,0.913424901,1.409054144,1.739867953,1.934000458,1.233544964
RAB11A,1.237169328,0.740782903,0.742177752,1.48350315,1.331938281,2.493453591
FLII,1.236855185,1.446768637,1.525491515,1.159717937,1.140161006,1.224666
VASP,1.236848174,1.960335211,1.769171573,1.5599029,1.657250457,1.181384878
RECQL,1.236428907,0.837180069,1.318010652,1.691388121,1.43970793,3.042709418
GDI1,1.23621277,1.131888779,1.327032774,1.174549637,1.336837905,0.67571075
MAT2A,1.236148824,1.15396128,0.919951438,0.89051214,0.877037268,0.716926236
RABL3,1.235947432,1.155723614,0.59667487,0.799025651,1.174848618,1.181131492
WARS,1.235280434,0.872574219,1.028069299,1.146370253,1.467947492,0.729102402
MRPS9,1.235165681,0.956199676,1.095948314,1.304295196,0.937961892,0.831025217
LIN7C,1.234857669,1.237595198,1.222069245,1.068667863,1.181010412,1.895926278
ZYX,1.234272252,1.055513089,1.530835615,1.079951256,1.27674249,1.732555869
SLC2A1,1.23424536,1.471624039,1.743582411,1.227986897,0.966225389,1.417801146
SDF4,1.234069092,1.516076873,1.720020104,1.33157733,2.057589175,1.172002739
SLBP,1.233870209,1.330780033,1.417874703,1.113720675,1.029129547,1.045758005
NUSAP1,1.233186566,0.835408927,1.121693986,1.549646285,1.190796789,1.072292059
MCM6,1.232727283,1.347396644,1.399141292,1.449472362,1.866163222,1.052034806
TMEM141,1.231788233,1.272170973,2.054293318,1.486896524,2.630857589,0.717942672
DOLK,1.230484216,3.079817976,1.650921146,1.356180346,2.069718229,1.125023568
EIF2S1,1.22991842,1.090411517,1.30211806,1.378410511,1.451244784,2.29741655
GSTK1,1.228651996,1.227379866,1.414223329,1.97837775,1.31973227,1.499755037
TUSC2,1.228610453,1.108125318,1.679343774,1.01825589,2.130002675,1.363574571
RRP1,1.228249489,1.748316907,1.754559755,1.516265968,1.538696949,1.102795953
BET1,1.227869344,1.39706851,0.908070365,1.423688372,1.101233549,2.042805953
CRELD1,1.226859583,1.517475042,1.412622213,0.843713512,1.195255418,1.069686397
CCPG1,1.226155639,0.914737163,0.896987589,1.161394378,1.377231391,1.547545929
ZNF503,1.226122731,3.653322381,0.977256678,1.300802614,1.176145838,0.552263594
HM13,1.226001,0.970467645,1.369437941,1.748528527,2.491049832,1.752685262
RPL8,1.225881231,1.313667178,1.441847019,1.237539823,1.253931819,0.752384981
NAMPT,1.225862366,0.920346662,0.786148706,0.846790486,1.211028083,1.173910881
AP2M1,1.225025465,0.945356574,1.185882944,1.134343964,1.496384808,1.854936828
ILK,1.224883964,0.888007928,0.997799612,1.617007535,1.341187274,1.101501085
KCNA3,1.224430158,0.612036412,1.039479014,1.027593409,1.459632172,1.330083264
SF3A2,1.223303468,1.172459723,1.226297767,1.464336443,1.297165503,0.747756228
TAX1BP3,1.222780785,0.859971861,1.520177055,1.048106081,0.876343958,0.762176106
SFT2D1,1.222745646,1.810117154,1.394286521,0.697779885,1.072765879,0.421974468
SH3BGRL,1.222431257,0.63426063,0.948950573,1.319235964,1.560625749,0.704396584
PSAP,1.222410495,1.404325686,1.585966374,1.311460574,1.937177803,1.540173353
NOP2,1.222392675,1.633645728,1.217470559,1.255862197,1.229487258,0.6997878
HSPD1,1.221961681,1.706176833,0.68671225,1.22207241,1.562056402,1.107669128
BUB3,1.221509392,0.695474244,1.003348483,1.559644199,1.487203631,1.000321152
USP5,1.221406874,1.52735888,1.317553324,1.377478068,1.677545543,1.377077753
LSP1,1.220036559,1.414680069,1.302424421,1.338105653,1.570855414,1.399335535
LAPTM5,1.21976873,1.121241899,1.290457563,1.349920328,1.603046016,1.422045485
ZFAND2A,1.219304625,4.124963361,1.03077055,2.051701073,2.345880581,1.807627147
NOLC1,1.219304624,1.389895385,1.34569003,1.210287458,1.243190367,1.465189126
PSMD2,1.219292196,1.244412482,1.097671737,1.192028949,1.708321104,1.259314756
ERP44,1.218398482,0.891400746,1.06223552,1.472935936,1.439509283,1.170699312
BRIX1,1.216815119,1.522214622,1.972327932,2.460265206,1.523267681,2.871770687
PLOD2,1.216217679,0.939470092,0.976451358,0.79761532,0.975357525,0.819598271
C15orf57,1.216198316,1.383146776,1.374734165,1.384691406,1.474319835,1.288745149
DDX24,1.215664604,1.174913122,1.599112514,1.317838897,1.429315313,1.245028534
ACBD6,1.215271871,1.589064488,1.400632616,0.928493111,0.579607238,0.281366244
SNW1,1.214780796,1.5933595,1.287464711,1.397724741,1.352114852,1.902396616
SUPT5H,1.214069094,1.532791615,1.348400608,1.176216676,1.176111314,0.579278
MCOLN1,1.213820496,0.57431465,1.207131477,1.245975484,1.646546877,1.422949439
U2AF1,1.21328728,1.332516521,1.590496059,1.490257871,1.486310237,0.996950287
HSPA8,1.213132483,2.676126436,1.248032408,1.679187974,2.076158114,2.001772425
DUSP1,1.213041073,4.844827425,1.697860088,1.317225634,1.593260965,1.59811674
TCP1,1.212673442,1.596713068,1.23432361,1.801274066,1.822532341,1.719480162
CLGN,1.212534669,1.003244652,1.217617544,0.738957032,1.03941513,1.236142763
STYXL1,1.211713169,1.628003201,1.047493218,0.785641193,0.93582091,0.444922219
PELP1,1.210347858,1.355381568,1.821915496,1.356612128,0.948292316,2.38486147
GUSB,1.209589049,1.215045729,1.453118393,1.198895471,1.484271306,1.442065625
MRPL33,1.209448284,1.520064937,1.357910966,1.70019353,1.892659519,1.443286814
MED12,1.208703346,1.01744939,0.610076033,0.83808011,0.871201094,0.911808497
ABT1,1.20798482,2.283623794,1.591029213,1.45140032,2.335301543,4.344007557
LAS1L,1.207891998,1.42220281,1.509025177,1.311846947,1.734665418,0.871433864
RPS19,1.20769355,1.427840769,1.14011534,1.082553463,0.880592864,0.630842089
TMEM70,1.206902396,1.282640894,1.487053664,1.425825334,1.844505506,1.028477775
ISY1-RAB43,1.20663179,1.091661118,1.078678216,1.157605725,1.17933522,0.487868379
ARL3,1.206379312,0.860902393,0.720530017,1.481775181,1.195014488,0.874017166
SEMA4A,1.206070542,1.127250726,1.492103454,1.359442796,1.387650041,1.170479821
YWHAB,1.205798924,0.894635969,1.270495029,1.41710662,1.449077138,1.697362903
SUMF2,1.205553866,1.298182615,1.543449742,1.34000504,1.924694513,1.048169562
PAICS,1.205506407,0.884358184,1.073130243,1.386134252,1.438572996,1.493485329
NKAP,1.205335731,0.912868355,1.545766933,1.346052543,1.069582724,1.608191585
CCDC86,1.204687888,1.635546893,1.546012458,1.414826128,1.664010253,0.744152461
P2RY10,1.204337523,0.798838268,0.999816644,1.539099203,1.78474122,1.519800721
DLAT,1.20420396,1.318968677,0.603551079,0.889839436,0.889384791,0.972155836
PLK2,1.203737335,1.035576826,1.710199188,0.884512804,0.997056042,1.03612181
RPA1,1.203356526,1.491019966,1.271228199,1.413160298,1.293988961,1.429852212
ATP13A1,1.20214295,1.305730261,1.436466865,0.84606278,0.902890588,0.604778581
C11orf31,1.200528124,1.813070828,1.172521158,1.267385771,1.848872008,1.638694008
FDX1,1.199882268,1.353491946,1.03118434,0.944830377,0.994580841,0.902308615
GJA1,1.199596037,1.463593029,0.8642406,1.527983284,1.585065078,1.240082797
SLC16A3,1.197519756,1.673738087,1.410344887,0.898224012,1.401288758,1.225532714
TPGS1,1.197357388,2.366245472,1.381979141,0.640865308,0.890632175,1.537786884
PSMC6,1.197142875,1.231582844,0.770864047,1.442601034,1.424472927,1.222635045
TSN,1.196056411,0.964491191,0.966035934,1.160753189,1.367964451,1.075802641
WHSC2,1.19526055,1.314850508,1.214099467,0.955953435,0.734998158,0.504735454
DAK,1.194876733,1.539330633,1.709680474,1.283344849,1.211281701,1.164589034
ABCF2,1.194639028,0.941008035,1.337368551,1.159886149,1.264780386,1.342371802
ARL6IP4,1.194494893,1.774913398,1.708428795,1.641687572,1.561373389,0.879842652
HMGN3,1.193991196,0.990386174,0.958602786,1.30394505,0.649143672,1.080090745
SQSTM1,1.192657319,2.316179419,1.316624971,1.123592198,1.409454064,1.038037955
MRPS10,1.192592557,1.048788136,1.192126754,1.025588864,1.2630028,1.45429413
CCNDBP1,1.192375131,0.935466149,1.127127475,1.048787112,1.112282715,0.561868178
DUSP12,1.191726147,2.215851593,1.043577491,0.926419228,1.047460139,1.1769552
C2orf28,1.191680814,1.761683098,1.307707253,1.631345624,2.012801244,2.778757871
TP53RK,1.191387657,1.019180726,1.120562406,1.201882263,1.223948894,0.987994502
RRP36,1.191369512,1.304817709,1.545069847,1.268062604,2.075004252,0.831106762
YWHAQ,1.191068341,0.909522879,1.369558223,1.109380085,1.218372983,0.912757386
MCM3,1.190737003,1.026970853,1.620301498,1.332808624,1.125051267,1.02500123
DDX46,1.19045377,1.261458117,1.019463251,0.831103734,0.615757098,0.578912504
EPHX2,1.189889643,0.490561515,1.093217389,0.514121155,0.474398796,0.884505371
TMEM209,1.18985077,0.583656567,0.550257139,1.508862902,0.970306439,1.602020838
AP1M1,1.189850769,1.397648828,1.137111481,1.180793146,1.042547122,1.245841695
SERPINI1,1.18968202,1.233109743,0.958735649,1.290714048,0.533940106,2.388906589
SNX15,1.18968202,0.701695017,1.267667862,1.354460397,1.606630589,0.8354242
CEBPB,1.188860132,2.58416475,1.281451772,1.192556599,1.552561291,1.17830829
MCM7,1.188814342,1.497654644,1.680217801,1.800134951,0.904634341,0.963093828
TM2D2,1.188410992,1.136870514,1.314934323,1.239063431,2.034369902,1.18042108
EIF2B1,1.187889655,1.650122486,0.674853825,1.196555782,1.303492742,0.849045246
INTS5,1.186940366,1.653652114,0.894623514,1.000716966,1.449524646,1.325432625
AARSD1,1.186509535,1.473437107,1.164606404,1.217737254,1.073798673,0.634460966
FADD,1.185854625,1.373594657,1.605728145,1.130207565,2.346106257,1.304182213
TMEM9,1.185810714,1.634265191,1.641053668,1.344939682,1.782563278,0.493243057
ZC3HAV1,1.185788143,0.913648639,0.652811944,0.77297588,0.595216649,0.482597175
YWHAZ,1.185679244,0.858378223,1.003421516,1.1000981,1.151766345,2.370432027
GTPBP4,1.185536786,0.850024217,0.820315323,1.145517626,1.284797648,1.008050119
SDHC,1.184309984,0.965971093,1.494021767,1.338630489,1.253551005,2.558566818
TSC22D4,1.183833042,1.963321213,1.798667867,1.03632182,1.22133004,0.811472818
BCKDHA,1.183346796,0.948389409,1.478655222,1.697994379,1.882770222,2.095888782
SPR,1.183163214,1.838750824,1.879339766,1.454389474,2.106083142,1.349575296
RPN2,1.18264292,0.950091635,1.277754056,1.365627941,2.210368101,1.665826948
PAK1IP1,1.182376955,0.864455445,1.918814482,1.456763297,1.516848292,1.032705715
OLA1,1.181267602,1.236048581,0.883757678,0.699002161,0.569550987,0.586982445
SERPINE2,1.179862422,1.170541289,1.329116551,0.732725451,0.826723157,1.11847911
GRWD1,1.179744566,1.359844806,2.036386911,1.434907135,1.636447969,0.721781937
SH2D2A,1.178964164,1.288562692,1.042407124,0.794616766,1.226619162,2.450226366
CCDC97,1.17852455,1.257691152,1.212907225,0.859495588,1.014185559,0.851547545
PHYH,1.17803165,0.69876098,1.3369022,0.942245783,0.78538415,0.488558499
FAM104A,1.177986221,0.85783718,1.241679011,0.862110981,0.455212,1.059092735
RPL7A,1.177983654,1.30844777,1.262588535,0.830048208,0.81799349,0.545873767
NAGK,1.175591931,1.556058722,1.107099684,1.759047386,1.310931708,1.484285973
FDPS,1.175349005,1.229664898,1.392516697,1.248791662,1.248676624,1.258544922
TMSB4X,1.175229132,1.122457644,1.198446462,0.905699316,1.08816434,0.858837626
CNN2,1.175221271,1.137204528,1.290560941,1.497214006,1.899275203,0.612518768
PCDH1,1.175103962,1.528851304,1.50234308,1.123748503,1.507782433,0.786059819
SUMO3,1.174868635,1.374347779,1.521762224,0.888799795,0.9793844,1.024354342
CNPPD1,1.174560251,1.697225975,1.724302985,1.381064135,1.772761239,2.216331259
USP11,1.174116087,0.94676273,1.684925308,1.518427385,1.661008854,2.113942312
RFC4,1.173922373,1.143989769,1.344733341,1.950121979,2.078808281,1.533050517
CTSB,1.17377425,0.992593149,1.39375099,1.365897683,1.545319866,1.805594238
MRPL11,1.173484471,1.660521366,1.45210591,1.756058354,1.664601796,1.173291526
BCAS2,1.172984729,0.909797113,1.236651969,1.873714126,1.707045001,1.530819911
DARS2,1.172701915,0.484736936,0.980712935,1.30716178,1.931148688,1.36668605
MED16,1.172545638,1.197418857,1.612350439,0.960469285,1.347029391,0.769408096
RBM34,1.172398504,0.688674271,0.674939864,0.925803496,0.927539309,0.628032094
ATP6V1B2,1.172295598,0.903875734,1.3096649,1.048798533,1.16845861,0.865114521
GYPC,1.171630546,1.558577613,1.539513946,1.019940782,1.457033608,0.534282918
PPIG,1.171192857,0.848494373,0.908347554,1.195141414,0.724397223,0.539940356
RBBP7,1.171036471,0.899786786,1.081072319,1.536577309,2.00644577,0.609573967
TROVE2,1.171029262,1.050122554,1.056986244,1.393567388,1.293760421,1.943303472
UGDH,1.170087257,0.687689852,1.660387561,1.143766557,0.828898584,0.842957565
CDH2,1.170047242,1.10789554,1.354690748,1.052695489,0.972127929,1.053400601
MESDC2,1.169833566,0.78095783,1.452025926,1.323690855,1.974669314,1.154271027
C16orf58,1.168062297,1.115122241,1.322145217,1.368649254,1.932576411,1.615919898
MRPS33,1.167967793,1.111186311,1.271930071,1.618637293,1.926632561,0.823575135
EXOC8,1.166560078,1.549893152,1.23623421,1.048320428,1.044139689,0.941615443
EFTUD2,1.165868861,1.29985998,1.205795922,1.176363545,1.317096455,1.06775435
NPRL2,1.165543545,0.733065171,0.945215476,1.192221692,1.191331739,0.700848799
ETV3,1.165299844,1.018980508,2.102485774,1.487233918,1.712562276,2.046021927
TM2D3,1.165236499,0.766294292,0.758330081,1.214046189,1.608400006,0.801629241
MORF4L1,1.164919178,1.411969875,1.2025827,1.270401473,1.279477809,1.222233243
DERL2,1.164446341,0.965461508,1.63981607,1.525431478,1.536340501,2.7096546
NPC2,1.1643138,0.784619268,1.318085796,2.011122863,1.870405761,2.335176856
TMEM184C,1.1640285,0.96735698,0.816019158,1.305514961,1.14324827,1.278401145
SUPT16H,1.163872744,0.864915972,0.977587223,1.090896798,1.051683308,0.953381361
TPBG,1.163244642,0.604865938,1.068040086,0.763608176,0.857293002,1.525628178
PITHD1,1.16259551,1.700859077,1.072095934,1.112449139,1.354114976,1.036072958
SYNJ2BP-COX16,1.16177218,0.997892085,1.164488098,1.058966505,0.741123142,0.550835326
SERP1,1.161736981,1.468509695,1.501292868,0.987870286,1.310520277,1.532531472
SYNGR2,1.161635681,1.236617535,1.745474695,1.413104521,2.211253537,1.666684091
ATP6V1A,1.161396266,1.187618836,0.705193245,0.95823771,0.84987799,0.773570191
FERMT3,1.161392342,1.185581984,1.108572571,1.105311681,0.929135762,0.820505911
OGFOD1,1.161058091,1.167409369,1.251617968,1.233093339,1.028830718,1.730619703
CLTC,1.161014587,0.855561386,0.868453345,1.174611704,1.137816125,0.936301184
